Qno.,word,FClass,CClass
2556,powerful Power Bars,desc,DESC
2557,Japanese call Japan,termeq,ENTY
2558,country Brian Boru 11th-century king,country,LOC
2559,happens body part falls asleep,desc,DESC
2560,English word letters,word,ENTY
2561,film ends line : `` Mrs. Norman Maine '',cremat,ENTY
2562,asked musical question : `` ever electric lady land '',ind,HUM
2563,wrote : `` Poems made fools like God can make tree '',ind,HUM
2564,June birthstone,def,DESC
2565,6th annual meeting Indonesia-Malaysia forest experts take place,other,LOC
2566,ask `` check '' bill restaurant,reason,DESC
2567,"played part Godfather movie , ` Godfather '",ind,HUM
2568,London Docklands Light Railway constructed,date,NUM
2569,invented Wonderbra,ind,HUM
2570,origin proverb `` stitch time saves nine '',desc,DESC
2571,state capital comes last alphabetically,city,LOC
2572,Thanksgiving Thursday,reason,DESC
2573,telephones work,manner,DESC
2574,main vegetable vichyssoise,food,ENTY
2575,long Charles Manson murder trial last,period,NUM
2576,long take blood make one complete trip body,period,NUM
2577,owns St. Louis Rams,ind,HUM
2578,former Pro wrestler Johnny `` Rubber Man '' Walker,other,LOC
2579,"beer tells us , `` Grab gusto can get . ''",food,ENTY
2580,geographical center US including Alaska Hawaii,other,LOC
2581,side face artists tend show self-portraits,other,ENTY
2582,diabetes,def,DESC
2583,phenomenon expect read monthly publication Bigfoot News,event,ENTY
2584,MORMONS believe Christ born,date,NUM
2585,year actress Joan Collins born,date,NUM
2586,fear punishment,dismed,ENTY
2587,average salary restaurant manager United States,money,NUM
2588,comic strip sometimes features mailman named Beasley,cremat,ENTY
2589,device provided new way listen music 1963,other,ENTY
2590,"will kid eat middle , save chocolate outside last",food,ENTY
2591,"average , long time take type screenplay",period,NUM
2592,abbreviation IOC stand,exp,ABBR
2593,short ton,def,DESC
2594,long cardinal eggs incubate,period,NUM
2595,two body parts grow life,body,ENTY
2596,Texas surgeon performed first artificial heart transplant,ind,HUM
2597,country port Haifa,country,LOC
2598,main ingredient yogurt,substance,ENTY
2599,recipe Eggs Benedict,food,ENTY
2600,"address main government office Rome , Italy",other,LOC
2601,largest U.S. agricultural crop weight,food,ENTY
2602,electronic device used produce visual displays corresponding electric signals,other,ENTY
2603,goldenseal,def,DESC
2604,made appearances center square Hollywood Squares,ind,HUM
2605,Lost Colony,def,DESC
2606,chemical composition Barbie,substance,ENTY
2607,many every 10 members Rodeo Cowboys Association never worked ranch,count,NUM
2608,store claims world largest department store,gr,HUM
2609,lens behind iris eye called,termeq,ENTY
2610,Tetrinet,def,DESC
2611,`` marvelous '' major-league baseball player now spokesman beer company,ind,HUM
2612,longest English word can formed using just first row letters typewriter,word,ENTY
2613,Chiricahua name,termeq,ENTY
2614,green variety beryl called,termeq,ENTY
2615,name Captain Bligh ship,veh,ENTY
2616,heavier - cream milk,food,ENTY
2617,said `` thing fear fear '',ind,HUM
2618,Romania located,other,LOC
2619,many films made major studios year,count,NUM
2620,many small businesses U.S .,count,NUM
2621,age Benny Carter,period,NUM
2622,clean LCD monitor screen,manner,DESC
2623,city Mormons establish headquarters 1847,city,LOC
2624,amezaiku,def,DESC
2625,two countries linked Brenner Pass,country,LOC
2626,new games available Nintendo 64,sport,ENTY
2627,Mississippi name state nickname,state,LOC
2628,predominant color Tab label,color,ENTY
2629,U.S. city named St. Francis Assisi,city,LOC
2630,"many megawatts will power project Indonesia , built consortium headed Mission Energy US , produce",count,NUM
2631,definition `` chancery '' file real estate,def,DESC
2632,sexiest women world,ind,HUM
2633,day known `` national day prayer '',date,NUM
2634,can get photograph professor Randolph Quirk,other,LOC
2635,supreme god Germanic religion,ind,HUM
2636,handle hungry man,manner,DESC
2637,played games New York Yankees,ind,HUM
2638,"TV character said ; `` One days , Alice , pow , right kisser ''",ind,HUM
2639,name Indian became prime minister beating Mrs. Gandhi 1977 election,ind,HUM
2640,conjugations wake woke,word,ENTY
2641,Chilean president killed 1973 coup d 'etat,ind,HUM
2642,Einstein IQ,other,NUM
2643,Name first Russian astronaut spacewalk .,ind,HUM
2644,eyes sometimes look red photographs,reason,DESC
2645,John C. Calhoun Henry Clay known,termeq,ENTY
2646,first names famous husband-and-wife acting team Lunt Fontanne,ind,HUM
2647,good exercises kids,sport,ENTY
2648,many real fruit juices can Hawaiian Punch,count,NUM
2649,abbreviation National Bureau Investigation,abb,ABBR
2650,principal river Ireland,other,LOC
2651,lake source White Nile,other,LOC
2652,Garry Kasparov plays game,sport,ENTY
2653,much poodle weigh,weight,NUM
2654,Zionism,def,DESC
2655,cable network bills `` family entertainer '',gr,HUM
2656,many points Backgammon board,count,NUM
2657,let tennis ball volley,desc,DESC
2658,comic book spawned directly pulp magazines,cremat,ENTY
2659,"product kids , silly rabbits",product,ENTY
2660,else swastika stood,def,DESC
2661,"people get goosebumps something emotional happen , like hear beautiful piece music , see something beautiful , get aroused someone love",reason,DESC
2662,many frames disk camera shoot,count,NUM
2663,7 Wonders World,other,ENTY
2664,Theo Rousseau paint `` Forest Fontaine '',date,NUM
2665,many people Captain America,count,NUM
2666,meant term `` yield maturity '' reference bonds,def,DESC
2667,"became biggest cash crop U.S. 1983 , surpassing corn",food,ENTY
2668,war 1812 affect Delaware,manner,DESC
2669,human skin least sensitive,body,ENTY
2670,"President meant , never placed , empty crypt beneath capital rotunda",ind,HUM
2671,biggest `` thing '' humans made,other,ENTY
2672,rivers Europe,other,LOC
2673,won Superbowl,ind,HUM
2674,five cards make perfect Cribbage hand,other,ENTY
2675,year Gandhi assassinated,date,NUM
2676,time takes typist type screenplay 100 pages long,period,NUM
2677,full classification lady bug,animal,ENTY
2678,Hungarian cardinal first state prisoner refugee U.S. embassy 1956-1971,ind,HUM
2679,many pairs wings tsetse fly,count,NUM
2680,name peace agreement imposed Germany World War,other,ENTY
2681,fifth-largest country world,country,LOC
2682,box train cat,manner,DESC
2683,Teddy Roosevelt related FDR,manner,DESC
2684,newspaper serves Salt Lake City,cremat,ENTY
2685,film `` Jaws '' made year,date,NUM
2686,lightning travel,manner,DESC
2687,spice chefs pay,food,ENTY
2688,directed Citizen Kane,ind,HUM
2689,troilism,def,DESC
2690,sister ship Olympic,veh,ENTY
2691,nickname famous flyer mistakenly flew Ireland instead Los Angeles,ind,HUM
2692,HTML,exp,ABBR
2693,identify prime numbers,manner,DESC
2694,"Whose special bear creator born January 18 , 1779",ind,HUM
2695,high school Archie attend,gr,HUM
2696,animal migrates farthest,animal,ENTY
2697,film based play Everybody Comes Rick,cremat,ENTY
2698,call someone `` honey '',reason,DESC
2699,Madonna hocks soft drink,food,ENTY
2700,television network flogged sports programming Inga Nielsen body 197,gr,HUM
2701,country Lund,country,LOC
2702,sequel Alice Adventures Wonderland,cremat,ENTY
2703,capital Seattle,city,LOC
2704,Italian leader lifelong fear evil eye,ind,HUM
2705,city Florida Sea World,city,LOC
2706,said : `` contemptible scoundrel stole cork lunch '',ind,HUM
2707,water funnel,def,DESC
2708,fear worms,dismed,ENTY
2709,Chinese `` spouting '' bowl,def,DESC
2710,emperor,desc,DESC
2711,president kissed Queen Mother lips,ind,HUM
2712,tennis star Stefan Edberg come,other,LOC
2713,continent pushes Executive Committee mountain range,other,LOC
2714,raise cranes building high-rise buildings,manner,DESC
2715,"Al Capone finally imprisoned , 1931",reason,DESC
2716,food can use catch possum,food,ENTY
2717,Al Capone nickname,ind,HUM
2718,author famous fairy tale `` Snow White Seven Dwarfs '',ind,HUM
2719,largest city Germany,city,LOC
2720,fear cholera,dismed,ENTY
2721,park contains Firehole River Fairy Falls,other,LOC
2722,largest island West Indies,other,LOC
2723,New England state carries telephone area code 27,state,LOC
2724,example natural acid-base indicator,other,ENTY
2725,county Eckley Colorado,other,LOC
2726,find info rice importers world,manner,DESC
2727,"much cost tree planted dialing , 900 , 740-TREE",money,NUM
2728,song Stairway Heaven Led Zeppelin,desc,DESC
2729,hair curl,manner,DESC
2730,pushed coupled hump yards,other,ENTY
2731,long hermit crabs live,period,NUM
2732,city hosted first Winter Olympics Asia,city,LOC
2733,origin first name ` Breony ',desc,DESC
2734,month born birthstone sardonyx,date,NUM
2735,behind name Harvey Wallbanger drink,ind,HUM
2736,origin `` Beauty eye beholder '',desc,DESC
2737,"soft drink video game , featured Marvel comic book",food,ENTY
2738,oldtime kids ' fare TV Guide writer Jeff Greenfield call `` one most...subversive TV shows American history '',cremat,ENTY
2739,Madonna advertises soft drink,food,ENTY
2740,A&W root beer fame stand,exp,ABBR
2741,tennis term said come French word egg,termeq,ENTY
2742,collier mine,other,ENTY
2743,much money can person fined dog beach,money,NUM
2744,"desert country borders Saudi Arabia , Iraq Persian Gulf",country,LOC
2745,ages comic book lingo,event,ENTY
2746,kinds animals Cambodia,animal,ENTY
2747,South African producer 1988 profit $836 million,gr,HUM
2748,American actress first called `` vamp '',ind,HUM
2749,12 days Christmas mean,def,DESC
2750,"John Steinbeck novel portrays Joad family , driven Oklahoma dustbowl",cremat,ENTY
2751,date man first land moon,date,NUM
2752,headquarters Eli Lilly,other,LOC
2753,many web servers,count,NUM
2754,last line Dickens Christmas Carol,desc,DESC
2755,many trees go paper making year,count,NUM
2756,can find info research done oilseeds thru genetics,other,LOC
2757,come light bulbs go,reason,DESC
2758,reason Shea & Gould law firm close L.A. office,reason,DESC
2759,far universe,dist,NUM
2760,difference bottle jar,desc,DESC
2761,disease second-biggest killer North Americans,dismed,ENTY
2762,Mayan Indians live,other,LOC
2763,Poe born,other,LOC
2764,happens female body lack sleep food,desc,DESC
2765,fear crystals glass,dismed,ENTY
2766,Name product controls ripening apples .,product,ENTY
2767,many warmup pitches reliever get coming baseball game,count,NUM
2768,Dylan Thomas die,other,LOC
2769,common livestock greatest variety breeds,animal,ENTY
2770,film Bette Davis creating scandal wearing daring red gown society ball,cremat,ENTY
2771,disease August von Wassermann develop specific test 196,dismed,ENTY
2772,card company sells Christmas ornaments,gr,HUM
2773,find cities certain area code,manner,DESC
2774,can communications satellites offer yachts,other,ENTY
2775,many Fig Newtons pound,count,NUM
2776,premier China,ind,HUM
2777,cigar-chewing comedian observed : `` 're old woman feel '',ind,HUM
2778,many bones human hand,count,NUM
2779,bread company used feature stickers Cisco Kid ends packages,gr,HUM
2780,president Vichy France,ind,HUM
2781,Whose kidnaping termed Crime Century,ind,HUM
2782,hydrogen,def,DESC
2783,group asked musical question Believe Magic,gr,HUM
2784,tallest building America 1922,other,LOC
2785,buxom blonde appeared cover 5 magazines,ind,HUM
2786,recruitment interview technique,def,DESC
2787,hurricane form,manner,DESC
2788,donation process entail,def,DESC
2789,far Phoenix Blythe,dist,NUM
2790,New Hampshire hamlet rises early vote first U.S. presidential elections,city,LOC
2791,many people watch network television,count,NUM
2792,"garment named Bradley , Voorhees Day",product,ENTY
2793,first broke sound barrier,ind,HUM
2794,birds sex,manner,DESC
2795,many horses polo team,count,NUM
2796,destroyed Genesis 19 : 24,other,ENTY
2797,new year celebrated February 16th,event,ENTY
2798,Occam Razor,def,DESC
2799,Grimace Mayor McCheese live,other,LOC
2800,long take hike entire Appalachian Trail,period,NUM
2801,role fruits play survival plants,ind,HUM
2802,world championship sled dog race held February,other,LOC
2803,medical purposes `` clitoridectomy '',reason,DESC
2804,thalassemia defined,def,DESC
2805,name Tampa newspaper,cremat,ENTY
2806,storm surge,def,DESC
2807,use `` farther '' opposed `` '',manner,DESC
2808,alternate VHS,other,ENTY
2809,one languages Sioux,lang,ENTY
2810,Pulitzer Prize-winning novelist ran mayor New York City,ind,HUM
2811,many times can nickel-cadmium rechargeable battery recharged,count,NUM
2812,cologne made,manner,DESC
2813,food Greek gods called,food,ENTY
2814,camera-ready art mean,def,DESC
2815,many seats Batmobile sport,count,NUM
2816,many cards dealt player Gin Rummy,count,NUM
2817,happened Phillip Taylor Kramer,desc,DESC
2818,Erica Jong novel deals Isadora Wing fear,cremat,ENTY
2819,time year people fly,date,NUM
2820,Scrooge dead partner Dickens Christmas Carol,ind,HUM
2821,origin Christmas tree,desc,DESC
2822,Thai New Year,date,NUM
2823,four tournaments make tennis ' Grand Slam,sport,ENTY
2824,1964 film introduced song Kind Town,cremat,ENTY
2825,recorded 1957 hit Tammy,ind,HUM
2826,term side mountain faces prevailing winds,termeq,ENTY
2827,"Kafka Metamorphosis , hero awakes one morning find turned",other,ENTY
2828,caliente translate English,termeq,ENTY
2829,Mia Farrow mother,ind,HUM
2830,determine computer monitor SVGA adapter,manner,DESC
2831,far can human eye see,dist,NUM
2832,time year air travel,date,NUM
2833,term `` spaghetti western '' mean,def,DESC
2834,G7 group nations formed,date,NUM
2835,differences 1980 1990,desc,DESC
2836,baseball player walked times,ind,HUM
2837,famous male vocalist name composer opera Hansel Gretel,ind,HUM
2838,first frozen foods,food,ENTY
2839,Indiglo called Indiglo,reason,DESC
2840,word love pain abuse,word,ENTY
2841,canonize Bible,date,NUM
2842,president serve two nonconsecutive terms,ind,HUM
2843,percentage world tornados touch US,perc,NUM
2844,labor leader last seen parking lot Michigan restaurant,ind,HUM
2845,Carolingian period begin,date,NUM
2846,motto ended Merrie Melodies cartoons,desc,DESC
2847,reports weather `` Good Morning America '' television show,ind,HUM
2848,many emperors Roman Empire,count,NUM
2849,name `` Muppets '' creator,ind,HUM
2850,Cabarnet Sauvignon,def,DESC
2851,virtual IP address,def,DESC
2852,name tiger advertises Frosted Flakes cereal,animal,ENTY
2853,"sent brief message `` came , saw , conquered ''",ind,HUM
2854,color Mr. Spock blood,color,ENTY
2855,U.S. Air Force general led first bombing raid Tokyo,ind,HUM
2856,U.S. vice-president said : `` newspapers dispose garbage printing '',ind,HUM
2857,"name first Watergate special prosecutor , later fired Nixon",ind,HUM
2858,movie blues screens work,manner,DESC
2859,speed magnet spins generator affect output generator,manner,DESC
2860,supreme policy-making bureau Soviet Communist Party,gr,HUM
2861,Vietnam War,def,DESC
2862,La Nina,def,DESC
2863,Globe Theatre burn,reason,DESC
2864,day John F Jackie Kennedy married,date,NUM
2865,"non-fiction best-seller 1952 , 1953 1954",cremat,ENTY
2866,meant blood SED rate,def,DESC
2867,nomadic hunting gathering tribe Kalahari Desert Africa,gr,HUM
2868,won Pulitzer Prize novel Caine Mutiny,ind,HUM
2869,best way lose flab chin around face,techmeth,ENTY
2870,corpus callosum,other,LOC
2871,"Broadway musical featured song , `` rich man ''",cremat,ENTY
2872,portrayed Sherlock Holmes 14 films 1939 1946,ind,HUM
2873,development space important,reason,DESC
2874,nursery rhyme Rock-a-by Baby,desc,DESC
2875,"Superman needs get away , go",other,LOC
2876,old singer Freedy Johnston,period,NUM
2877,origin gametophytic tissue,desc,DESC
2878,Aaron mean,def,DESC
2879,fear hair,dismed,ENTY
2880,name pop singer whose song became theme song brand catsup,ind,HUM
2881,conifer,def,DESC
2882,claimed world perfectly-developed man,ind,HUM
2883,different red black fox,desc,DESC
2884,e-commerce,def,DESC
2885,tie tie,manner,DESC
2886,can get cotton textiles importer details,other,LOC
2887,Spain Korea start ambassadorial relations,date,NUM
2888,kind people took part Shays ' Rebellion Massachusetts 1787,gr,HUM
2889,chromatology,def,DESC
2890,many grooves dime edge,count,NUM
2891,ACLU formed,manner,DESC
2892,albums sold one artist band,cremat,ENTY
2893,second popular sport worldwide,sport,ENTY
2894,goldfish lose kept dimly-lit running water,other,ENTY
2895,canal Thatcher Ferry Bridge span,other,LOC
2896,American won world Grand Prix driving championship 1978,ind,HUM
2897,chances pregnacy penis penetrate vagina,perc,NUM
2898,highest hand straight poker,other,ENTY
2899,can find lesson plan teaching metric system conversion American standard,other,LOC
2900,name Kevin Costner movie Sioux Indians,cremat,ENTY
2901,"Kythnos , Siphnos , Seriphos Mykonos",def,DESC
2902,Name female figure skater .,ind,HUM
2903,white lines pro footballs,reason,DESC
2904,long take $ savings bond mature,period,NUM
2905,Abigail Arcane related villainous opponent Swamp Thing,manner,DESC
2906,Congress Vienna establish,other,ENTY
2907,average cost four years medical school,money,NUM
2908,harmful chemicals bug spray,substance,ENTY
2909,many spears Kenya flag,count,NUM
2910,Mighty Mouse always sing went action,desc,DESC
2911,George Jungle live,other,LOC
2912,Bob Marley die,manner,DESC
2913,men par 455-yard golf hole,other,NUM
2914,percentage American men alcoholic,perc,NUM
2915,"Dialing , 900 , 740-TREE tree planted will cost much",money,NUM
2916,"South Korea , many American Soldiers",count,NUM
2917,portrayed Carl Bernstein President Men,ind,HUM
2918,numbers fit Fermont last theorem,other,NUM
2919,Tiny Tim father,ind,HUM
2920,heliologist study,other,ENTY
2921,Bonnie Blue Butler father,ind,HUM
2922,"shampoo prevents eczema , seborrhea , psoriasis",product,ENTY
2923,many Americans HIV,count,NUM
2924,find information foreclosure properties Internet,other,LOC
2925,Antichrist,ind,HUM
2926,first English play written exclusively children,cremat,ENTY
2927,Latin American country largest,country,LOC
2928,former residence Scottish kings Edinburgh,other,LOC
2929,many teats female goat sport,count,NUM
2930,tall kilamanjaro,dist,NUM
2931,lawyer represented Randy Steven Craft,ind,HUM
2932,country buys 25 percent world tea exports,country,LOC
2933,country origin band Creeps,country,LOC
2934,crocodile swallow Peter Pan,other,ENTY
2935,origin word `` mushroom '',desc,DESC
2936,following celebrities born Philadelphia,ind,HUM
2937,number American soldiers deployed South Korea,other,NUM
2938,biggest bell,other,LOC
2939,brand name chemical daminozide,product,ENTY
2940,microwaves work,manner,DESC
2941,magazine paid Ernest Hemingway $15 word write bullfighting article,cremat,ENTY
2942,estimated total U.S. whitetail deer population,count,NUM
2943,wrote Farmer Almanac,ind,HUM
2944,"animal received royal assent emblem Canada March 24 , 1975",animal,ENTY
2945,number 12 o 'clock dartboard,other,NUM
2946,team won Super Bowl 1968,gr,HUM
2947,recommended daily requirement folic acid pregnant women,desc,DESC
2948,film dramatized Scopes monkey trial,cremat,ENTY
2949,CNN owned,ind,HUM
2950,country offered Albert Einstein presidency 1952,country,LOC
2951,HIGHEST Roman numeral,def,DESC
2952,"TV series saw many aquatic scenes shot Silver Springs , Florida",cremat,ENTY
2953,15th century fire-and-brimstone monk gained control Florence ended burnt stake,ind,HUM
2954,digital audio used,manner,DESC
2955,AFS,exp,ABBR
2956,Quetzalcoatl,desc,HUM
2957,operating system IBM-compatible machines use,product,ENTY
2958,French leader sold Louisiana United States,ind,HUM
2959,"bay sparkles next Miami , Florida",other,LOC
2960,many miles veins circulatory system,count,NUM
2961,famed river flows Bagdad,other,LOC
2962,bubble wrap made,manner,DESC
2963,Java,def,DESC
2964,prime minister Japan,ind,HUM
2965,player squats average 3 times baseball doubleheader,ind,HUM
2966,common name nursery rhymes,ind,HUM
2967,many `` '' answers Line panel allowed,count,NUM
2968,fine dog beach,money,NUM
2969,"wrote book , `` Song Solomon ''",ind,HUM
2970,"can one find information religion health , brain nutrition",other,LOC
2971,Name Ranger always Yogi Bear .,ind,HUM
2972,TV show John Sebastian sing theme,cremat,ENTY
2973,president Spanish government,ind,HUM
2974,holds career record major league home runs,ind,HUM
2975,following actors worked New York Yiddish Theater,ind,HUM
2976,invented stethoscope,ind,HUM
2977,mathematical factor,def,DESC
2978,many four star generals,count,NUM
2979,Nixon die,date,NUM
2980,originally defined one 1-millionth distance equator Pole,termeq,ENTY
2981,comedian hit TV screen 1951 NBC afternoon show Time Ernie,ind,HUM
2982,many members California congressional delegation,count,NUM
2983,erupts every hour Yellowstone National Park,other,LOC
2984,country contains highest point South America,country,LOC
2985,Arnold Palmer fans called,ind,HUM
2986,retired 755 home runs credit,ind,HUM
2987,constellation represents hunter club shield,other,LOC
2988,developed potlatch,ind,HUM
2989,long Shea Gould practice law Los Angeles,period,NUM
2990,perfect score gymnastics exercise,other,NUM
2991,"group included Abbey Hoffman , Jerry Rubin , Tom Hayden",gr,HUM
2992,made Jane Goodall famous,reason,DESC
2993,age Rossini stop writing opera,period,NUM
2994,Russian seaport name meaning `` Lord East '',city,LOC
2995,Name two actress daughters John Mills .,ind,HUM
2996,old Gene Siskel,period,NUM
2997,can done snoring,desc,DESC
2998,Rocky Mountain ridge separates North America eastward westward-flowing rivers,mount,LOC
2999,actress Bette Davis said wished looked like,ind,HUM
3000,portrayed Cowardly Lion Wizard Oz,ind,HUM
3001,chiropodist treat,dismed,ENTY
3002,porphyria,def,DESC
3003,gate opened East West Berlin,other,LOC
3004,first king England,ind,HUM
3005,made Finger Lakes western New York state,reason,DESC
3006,movie number nine found title,cremat,ENTY
3007,many calories soy sauce,count,NUM
3008,killed Kurt Cobain,ind,HUM
3009,created monster Mary Shelley novel Frankenstein,ind,HUM
3010,farthest planet sun,other,LOC
3011,sun shine short time Alaska,reason,DESC
3012,chemical red wine good heart exactly body,dismed,ENTY
3013,blood clot,manner,DESC
3014,big galaxy diameter,volsize,NUM
3015,"product `` doubles pleasure , doubles fun ''",product,ENTY
3016,woman fertile,date,NUM
3017,son 15-year-old Mexican girl half-Irish father became world famous Greek,ind,HUM
3018,first man return space,ind,HUM
3019,brand jeans Calvin Klein admit 1984 interview felt comfortable wearing,product,ENTY
3020,gave Abbie Hoffman first dose LSD,ind,HUM
3021,effect friction perpetual motion,desc,DESC
3022,Seven Dwarfs living,title,HUM
3023,4-foot-9 actress 1984 became first performer win Oscar playing character opposite sex,ind,HUM
3024,shot Billy Kid,ind,HUM
3025,now,desc,DESC
3026,Mormon leader said 27 wives,ind,HUM
3027,video format alternative VHS,other,ENTY
3028,term `` 69 '' come,desc,DESC
3029,money made,substance,ENTY
3030,name hotel Indianapolis,other,LOC
3031,many people Tucson,count,NUM
3032,Melbourne,other,LOC
3033,Bush compare Saddam Hussein,ind,HUM
3034,country Mikhail Gorbachev leader,country,LOC
3035,"recommended weight 15 year-old male 5 , 6",weight,NUM
3036,pillar Dutch Renaissance painted Aristotle Contemplating Bust Homer,ind,HUM
3037,largest county size Massachusetts,other,LOC
3038,name brilliant British economist behind creation,ind,HUM
3039,played Sally Rogers Dick Van Dyke Show,ind,HUM
3040,like experience near death episode,desc,DESC
3041,mythical figure carries hourglass scythe,ind,HUM
3042,much Canadian 1967 twenty dollar gold coin worth,money,NUM
3043,didn 't European colonial rule spread first second industrial revolutions,reason,DESC
3044,natural attractions draw visitors United States,other,LOC
3045,presidential administration challenged Americans explore New Frontier,gr,HUM
3046,many years Sleeping Beauty sleep,count,NUM
3047,long take body restore blood donate blood,period,NUM
3048,know someone truly love,manner,DESC
3049,many numbered vats Scotch judged best panel experts 1863,food,ENTY
3050,literary criticism,def,DESC
3051,throw housewarming party,manner,DESC
3052,international sport originally called hurley,sport,ENTY
3053,river runs Liverpool,other,LOC
3054,famous British actor lost voice operation 1966,ind,HUM
3055,term 3 mean newspaper editor,def,DESC
3056,company makes impulse hardening equipment,gr,HUM
3057,country Kim Philby really working,country,LOC
3058,Freddy Freeman say become Captain Marvel Jr.,desc,DESC
3059,country Hitler chancellor,country,LOC
3060,Rona Barrett married name,ind,HUM
3061,many years make lustrum,count,NUM
3062,close encounters first second kind,other,ENTY
3063,mathematician won Noble Prize Literature 1950,ind,HUM
3064,glamorous actress close friend Dick Tracy,ind,HUM
3065,1956 Grace Metalious novel best-seller list two years,cremat,ENTY
3066,Name three races unleashed Celestials Marvel comics .,gr,HUM
3067,old Italian artist Maurizio Pellegrin,period,NUM
3068,"President hit jogging paths enhance athletic image , sporting No. 39 , almost collapsed road race",ind,HUM
3069,distinction Erle Stanley Gardner Case Terrified Typist,desc,DESC
3070,North American city visit see Cleopatra Needle,city,LOC
3071,NFL established,date,NUM
3072,can find Ask Expert site,other,LOC
3073,writer-journalist made mark describing colorful Broadway underworld characters,ind,HUM
3074,U.S. state lowest highest elevation 6 feet,state,LOC
3075,residents island Lesbos called,gr,HUM
3076,organizational structure New Delhi Indira Gandhi airport,other,ENTY
3077,"Christmas time , traditional thing mistletoe",other,ENTY
3078,baseball great plugged Mr. Coffee,ind,HUM
3079,international amateur sports spectacle first telecast 1956,sport,ENTY
3080,origin word `` amen '',desc,DESC
3081,baby Sweet Pea Popeye cartoon,ind,HUM
3082,Mile High Stadium,other,LOC
3083,"Baffin , Frobisher Franklin looking",other,ENTY
3084,limbo,def,DESC
3085,city contains district Hell Kitchen,city,LOC
3086,interesting method used run credits early Popeye cartoons,techmeth,ENTY
3087,stars made,substance,ENTY
3088,"English physician born January 18 , 1779 went create two important inventions",ind,HUM
3089,"Arthur H. Bremer try assassinate May 15 , 1972",ind,HUM
3090,fast must spacecraft travel escape Earth gravity,speed,NUM
3091,apostle Taylor Caldwell Great Lion God,ind,HUM
3092,many rings five-zone archery target,count,NUM
3093,"anesthetic Queen Victoria allow used birth seventh child , 1853",dismed,ENTY
3094,"element , Periodic Table , gas solid , never liquid",substance,ENTY
3095,tonne,def,DESC
3096,one Great Lakes entirely within U.S. territory,other,LOC
3097,DEET,exp,ABBR
3098,company sells greeting cards,gr,HUM
3099,U.S. state sagebrush state flower,state,LOC
3100,Bernoulli Principle,def,DESC
3101,comic strip photographer Peter Parker secret identity,ind,HUM
3102,difference poster print,desc,DESC
3103,sport `` scrum '',sport,ENTY
3104,best ways improve employee morale low cost,techmeth,ENTY
3105,nationality Pope John Paul II,country,LOC
3106,false consciousness,def,DESC
3107,Great Depression affect Japan history,manner,DESC
3108,side bowler facing 37803 split hit 3-pin on-the left right,other,ENTY
3109,great educational resources parents teachers,other,LOC
3110,many Israeli athletes killed Munich Olympics,count,NUM
3111,Scotch `` people know difference '',termeq,ENTY
3112,Richard Nixon born,date,NUM
3113,New York City landmark 168 steps crown,other,LOC
3114,Bulls basketball team based,other,LOC
3115,recomended age switch child crib bed,period,NUM
3116,Rockefeller sometimes called `` JDR3 '',ind,HUM
3117,Sun closest Earth,date,NUM
3118,chemical properties mendelevium,desc,DESC
3119,average hours per months spent online AOL users,count,NUM
3120,Friz Freleng add Warner Bros. cartoon ranks,ind,HUM
3121,origin word `` sideburns '',desc,DESC
3122,trials resulting World War II known,event,ENTY
3123,started 1849 gold discovered Sutter Mill,event,ENTY
3124,First World country,def,DESC
3125,Shakespeare Moorish general,ind,HUM
3126,second-highest mountain world,mount,LOC
3127,country Erich Honecker leader,country,LOC
3128,salt melt ice snow,manner,DESC
3129,"two Japanese cities spelled letters K , O , O , T Y",city,LOC
3130,laser stand,def,DESC
3131,taught Matt Murdock use extraordinary abilities Marvel comics,ind,HUM
3132,Wile E. Coyote always get devices,other,LOC
3133,far away moon,dist,NUM
3134,famous film TV cowboy lent name fast food chain,ind,HUM
3135,mandibulofacial dysostosis,def,DESC
3136,reason partition Anglican Vatican churches,reason,DESC
3137,Butterfield 8 Butterfield 8,def,DESC
3138,famously rode warn people Massachusetts British coming,ind,HUM
3139,DTMF,exp,ABBR
3140,"Name movie actress , Sandra Bullock , role .",cremat,ENTY
3141,"blew Lakehurst , New Jersey , May 6 , 1977",other,ENTY
3142,commanded French forces Battle Orleans,ind,HUM
3143,can individual get contact lens tested burned entire surface eye new,other,LOC
3144,countries Mont Blanc Tunnel join,country,LOC
3145,ill-fated craft captained Ernst Lehmann,veh,ENTY
3146,Amtrak begin operations,date,NUM
3147,many bones human hand,count,NUM
3148,many chemical elements,count,NUM
3149,eastern state sprouted first commercial nuclear power plant U.S.,state,LOC
3150,three populated countries world,country,LOC
3151,led opposition Konrad Adenauer Chancellor Germany,ind,HUM
3152,"current population countries : France , Spain , Italy , Greece , Austria , Germany , Switzerland , Netherlands",count,NUM
3153,youngest age boy girl can orgasm,period,NUM
3154,color lipstick Boy George wax lips London Madame Tussaud,color,ENTY
3155,origin candy cane Christmas,desc,DESC
3156,brand name chemical used control ripening,product,ENTY
3157,terror sea Johnny Horton sing,animal,ENTY
3158,largest office block world,other,LOC
3159,turned touched gold,ind,HUM
3160,medical term cancer blood,dismed,ENTY
3161,plays shortstop Charlie Brown baseball team,ind,HUM
3162,country Romans call Hibernia,country,LOC
3163,famous food editor New York Times,ind,HUM
3164,many dogs pull sled Iditarod,count,NUM
3165,male witch called,termeq,ENTY
